year,fac_no,name,beg_date,end_date,county_name,type_centrl,patient_days,tot_hc_rev,tot_hc_exp,nonhc_net,inc_tax,ext_item,net_income
2014,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2014 0:00,7/31/2014 0:00,Alameda,Investor Owned,17097,4818427,5789295,-650638,16690,0,-1638196
2013,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,28999,8786436,9272835,0,0,0,-486399
2012,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,29624,8742603,9537159,0,0,0,-794556
2011,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,30939,8888334,9630467,0,0,0,-742133
2015,206010906,EXCELL HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,35013,12774189,11877005,21108,0,0,918292
2014,206010906,EXCELL HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,35074,12258948,11091107,10642,0,0,1178483
2013,206010906,EXCELL HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,34404,11362260,9620209,45290,0,0,1787341
2012,206010906,EXCELL HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,33960,10590991,9374351,41038,0,0,1257678
2011,206010906,EXCELL HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,34470,10674228,9539131,32175,0,0,1167272
2015,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,32913,10941368,11240979,6606,800,0,-293805
2014,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,34304,11703499,11275300,3824,800,0,431223
2013,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,34592,11707162,11818539,3502,800,0,-108675
2012,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,34131,11208593,11319404,674,800,0,-110937
2011,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,34197,11334549,12134469,1877,800,0,-798843
2014,206010914,KAISER PERMANENTE POST ACUTE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Not-for-Profit,41720,0,33615948,0,0,0,-33615948
2015,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,27695,11503806,10715258,121,12590,0,776079
2014,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,29116,11962514,10886007,231,12590,0,1064148
2013,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,28517,11594367,10994011,0,0,0,600356
2012,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,28662,11854623,12231588,0,0,0,-376965
2011,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,27494,11796705,10238946,0,0,0,1557759
2015,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,41642,11435943,11253047,0,0,0,182896
2014,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,42147,11292343,11220446,0,0,0,71897
2013,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,40182,10877198,10631695,0,0,0,245503
2012,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,41160,11351002,10418868,0,0,0,932134
2011,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,41523,11825995,10186109,14,0,0,1639900
2015,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2014 0:00,9/30/2015 0:00,Alameda,Not-for-Profit,27944,11923077,11499372,-59476,0,0,364229
2014,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2013 0:00,9/30/2014 0:00,Alameda,Not-for-Profit,26292,10588708,11089574,1764824,0,0,1263958
2013,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2012 0:00,9/30/2013 0:00,Alameda,Not-for-Profit,22693,7722860,9433735,1249926,0,0,-460949
2012,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2011 0:00,9/30/2012 0:00,Alameda,Not-for-Profit,25746,9209892,9921024,357115,0,0,-354017
2011,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2010 0:00,9/30/2011 0:00,Alameda,Not-for-Profit,24521,8405737,9126824,-645401,0,0,-1366488
2015,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,49031,21741148,17456889,0,1744,0,4282515
2014,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,47698,19662695,15558919,0,1174,0,4102602
2013,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,48628,19270589,15080704,0,1171,0,4188714
2012,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,48616,18354617,14517169,0,763,0,3836685
2011,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,48372,17755982,13606619,0,14,0,4149349
2015,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,22557,4498103,4402390,17,800,0,94930
2014,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,24148,4674424,4578092,52,1201,0,95183
2013,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,24055,4784177,4433393,0,1784,0,349000
2012,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,23230,4355759,4371165,223,800,0,-15983
2011,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,23101,4675315,4244082,298,6636,0,424895
2015,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,19798,9019661,7033627,16737,29313,0,1973458
2014,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,19092,8371519,6720418,17924,25035,0,1643990
2013,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,19166,7991098,6390712,20245,24452,0,1596179
2012,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,19128,7665672,6142352,19913,23149,0,1520084
2011,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,18876,8400320,6344719,0,30820,0,2024781
2015,206010952,BAY VIEW REHABILITATION HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,57500,19125788,18251229,0,0,0,874559
2014,206010952,BAY VIEW REHABILITATION HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,55838,17453483,16931466,3016,800,0,524233
2013,206010952,BAY VIEW REHABILITATION HOSPITAL,3/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,47127,13814922,13957975,0,0,0,-143053
2012,206010952,BAY VIEW REHABILITATION HOSPITAL,7/1/2011 0:00,6/30/2012 0:00,Alameda,Investor Owned,54815,17177447,18277250,0,0,-30905,-1068898
2011,206010952,BAY VIEW REHABILITATION HOSPITAL,7/1/2010 0:00,6/30/2011 0:00,Alameda,Investor Owned,54379,16995971,17283861,0,0,-18884,-269006
2015,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2014 0:00,8/31/2015 0:00,Alameda,Investor Owned,55033,19560362,17729987,5124,12590,0,1822909
2014,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2013 0:00,8/31/2014 0:00,Alameda,Investor Owned,58395,21757510,17954785,-39420,12590,0,3750715
2013,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2012 0:00,8/31/2013 0:00,Alameda,Investor Owned,57003,20096224,16807709,244734,14457,0,3518792
2012,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2011 0:00,8/31/2012 0:00,Alameda,Investor Owned,56419,19322626,16421594,0,19122,0,2881910
2011,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2010 0:00,8/31/2011 0:00,Alameda,Investor Owned,56714,19191304,16294974,462,16193,0,2880599
2015,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,12684,2352274,2633063,0,0,0,-280789
2014,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,12551,2056301,2173199,0,0,0,-116898
2013,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,12597,2256705,2381002,0,0,0,-124297
2012,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,12684,2386356,2265149,0,0,0,121207
2011,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,12732,2014423,2134716,0,0,0,-120293
2015,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Not-for-Profit,16103,5054595,4684636,5787,0,0,375746
2014,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Not-for-Profit,16457,4819628,4523567,3733,0,0,299794
2013,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Not-for-Profit,16405,4432950,4269071,1511,0,0,165390
2012,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Not-for-Profit,15479,4171292,4115930,2759,0,0,58121
2011,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Not-for-Profit,15940,4572748,4106729,6406,0,0,472425
2015,206010966,ST. PAUL'S TOWERS,4/1/2014 0:00,3/31/2015 0:00,Alameda,Not-for-Profit,12673,3845484,5580047,3857546,0,0,2122983
2014,206010966,ST. PAUL'S TOWERS,4/1/2013 0:00,3/31/2014 0:00,Alameda,Not-for-Profit,12914,3495340,5152734,673812,0,0,-983582
2013,206010966,ST. PAUL'S TOWERS,4/1/2012 0:00,3/31/2013 0:00,Alameda,Not-for-Profit,11175,3375668,5611094,4820406,0,0,2584980
2012,206010966,ST. PAUL'S TOWERS,4/1/2011 0:00,3/31/2012 0:00,Alameda,Not-for-Profit,2686,2633628,4956902,3562164,0,-3,1238893
2011,206010966,ST. PAUL'S TOWERS,4/1/2010 0:00,3/31/2011 0:00,Alameda,Not-for-Profit,3211,2667660,5252814,3316467,0,0,731313
2014,206010968,HAYWARD SPRINGS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,12943,2620498,2603374,106,524,0,16706
2013,206010968,HAYWARD SPRINGS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,12496,2962291,2594263,996,7184,0,361840
2012,206010968,HAYWARD SPRINGS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,12028,2801005,2278394,1625,66385,0,457851
2011,206010968,HAYWARD SPRINGS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,8129,1852324,1878252,256,0,0,-25672
2015,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,42850,14734298,13820057,-2,0,0,914239
2014,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,42504,14415374,13444636,0,0,0,970738
2013,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,42451,13977329,13407016,0,0,-6797,577110
2012,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,40855,13467439,13055948,0,0,160,411331
2011,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,40416,13202941,12915283,0,0,-33131,320789
2015,206010974,BAY POINT HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,30700,8733581,9425429,10,800,0,-692638
2014,206010974,BAY POINT HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,29871,9909694,10031497,2469,800,0,-120134
2013,206010974,BAY POINT HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,31726,9091938,9188492,1257,800,0,-96097
2012,206010974,BAY POINT HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,33826,9813678,9050704,130,800,0,762304
2011,206010974,BAY POINT HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,34162,8803157,9227574,347,800,0,-424870
2015,206010988,WASHINGTON CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,33473,11350091,10839356,1117,0,0,511852
2014,206010988,WASHINGTON CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,33351,11483237,10245313,347,0,0,1238271
2013,206010988,WASHINGTON CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,32651,10534084,9700776,0,0,0,833308
2012,206010988,WASHINGTON CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,32512,10152471,9192815,0,0,0,959656
2011,206010988,WASHINGTON CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,31960,9913993,8793343,0,0,0,1120650
2012,206010989,"WATERS EDGE, THE",1/1/2012 0:00,7/31/2012 0:00,Alameda,Investor Owned,20031,5360485,5949472,2781,0,0,-586206
2011,206010989,"WATERS EDGE, THE",1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,37225,9978538,9544200,20183,0,0,454521
2015,206010990,THE REHABILITATION CENTER OF OAKLAND,9/1/2014 0:00,8/31/2015 0:00,Alameda,Investor Owned,22431,8591881,7173431,48382,12590,0,1454242
2014,206010990,THE REHABILITATION CENTER OF OAKLAND,9/1/2013 0:00,8/31/2014 0:00,Alameda,Investor Owned,23473,8359663,7116855,-8028,12590,0,1222190
2013,206010990,THE REHABILITATION CENTER OF OAKLAND,9/1/2012 0:00,8/31/2013 0:00,Alameda,Investor Owned,19620,7958936,6642448,24611,13290,0,1327809
2012,206010990,THE REHABILITATION CENTER OF OAKLAND,9/1/2011 0:00,8/31/2012 0:00,Alameda,Investor Owned,18390,7247802,6620269,411,15589,0,612355
2011,206010990,THE REHABILITATION CENTER OF OAKLAND,9/1/2010 0:00,8/31/2011 0:00,Alameda,Investor Owned,19920,7155077,6612504,378,12976,0,529975
2015,206010994,CRESTWOOD MANOR - FREMONT,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,45223,14649648,13558501,35,0,0,1091182
2014,206010994,CRESTWOOD MANOR - FREMONT,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,45446,13658226,12442348,106,0,0,1215984
2013,206010994,CRESTWOOD MANOR - FREMONT,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,45541,13072935,12251845,4,0,0,821094
2012,206010994,CRESTWOOD MANOR - FREMONT,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,45787,12434273,11664325,30,0,0,769978
2011,206010994,CRESTWOOD MANOR - FREMONT,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,45670,11985084,11033984,74,0,0,951174
2015,206010995,WILLOW TREE NURSING CENTER,1/1/2015 0:00,8/31/2015 0:00,Alameda,Investor Owned,15652,4494437,5077613,136,0,0,-583040
2014,206010995,WILLOW TREE NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,25980,7401120,7698275,2736,0,0,-294419
2013,206010995,WILLOW TREE NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,24970,6901776,7749371,234,0,0,-847361
2012,206010995,WILLOW TREE NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,24944,7196994,7628071,159,0,0,-430918
2011,206010995,WILLOW TREE NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,26005,7733490,7456474,12,0,0,277028
2015,206011527,CHAPARRAL HOUSE,7/1/2014 0:00,6/30/2015 0:00,Alameda,Not-for-Profit,13852,5639330,5421256,23641,0,0,241715
2014,206011527,CHAPARRAL HOUSE,7/1/2013 0:00,6/30/2014 0:00,Alameda,Not-for-Profit,14275,5447351,5046853,18410,0,0,418908
2013,206011527,CHAPARRAL HOUSE,7/1/2012 0:00,6/30/2013 0:00,Alameda,Not-for-Profit,13067,4621201,4384145,31263,0,0,268319
2012,206011527,CHAPARRAL HOUSE,7/1/2011 0:00,6/30/2012 0:00,Alameda,Not-for-Profit,12622,3847429,3949486,121914,0,0,19857
2011,206011527,CHAPARRAL HOUSE,7/1/2010 0:00,6/30/2011 0:00,Alameda,Not-for-Profit,13413,3982204,4103172,23624,0,0,-97344
2015,206013368,HILLSIDE SENIOR CARE,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,24011,4836561,5127971,578,0,0,-290832
2014,206013368,HILLSIDE SENIOR CARE,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,23701,4178251,4260531,0,1600,0,-83880
2013,206013368,HILLSIDE SENIOR CARE,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,24457,4095604,4298992,0,8340,0,-211728
2012,206013368,HILLSIDE SENIOR CARE,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,25888,4291037,3963608,4,2783,0,324650
2011,206013368,HILLSIDE SENIOR CARE,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,25762,4138467,3930419,44,800,0,207292
2015,206013489,ST. ANTHONY CARE CENTER,3/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,8450,2199264,1853238,4969,0,0,350995
2014,206013489,ST. ANTHONY CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,9999,1794721,1908736,7,0,0,-114008
2013,206013489,ST. ANTHONY CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,10047,2096914,2152623,15,0,0,-55694
2012,206013489,ST. ANTHONY CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,9938,1728042,1825247,7,0,0,-97198
2011,206013489,ST. ANTHONY CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,9471,1510564,1680044,5,0,0,-169475
2015,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,41757,16548966,14489178,-434,12590,0,2046764
2014,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,42421,15356311,13921395,2895,12590,0,1425221
2013,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,40980,14925742,13787101,0,0,0,1138641
2012,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,40954,15023826,14255345,0,0,0,768481
2011,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,40816,14250096,12304495,0,0,2,1945599
2015,206013640,PARK MERRITT CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,6923,726200,969185,0,0,0,-242985
2014,206013640,PARK MERRITT CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,5243,479521,973943,0,0,0,-494422
2011,206013640,PARK MERRITT CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,8704,820772,606645,0,0,0,214127
2015,206013647,GATEWAY CARE & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,32614,10268338,9609310,1928,800,0,660156
2014,206013647,GATEWAY CARE & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,21507,6456553,7762598,839,800,-1071065,-234941
2013,206013647,GATEWAY CARE & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,31074,8850249,9343138,883,800,0,-492806
2012,206013647,GATEWAY CARE & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,34073,9726815,9507726,418,800,0,218707
2011,206013647,GATEWAY CARE & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,34502,9552608,10088732,641,800,0,-536283
2015,206013653,MARINA GARDEN NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,11239,3418337,3163095,33869,4696,0,284415
2014,206013653,MARINA GARDEN NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,11312,3102509,3093125,10326,876,0,18834
2013,206013653,MARINA GARDEN NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,11430,2948256,2859680,118996,2245,0,205327
2012,206013653,MARINA GARDEN NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,11289,2956305,2803130,-50638,1974,0,100563
2011,206013653,MARINA GARDEN NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,11515,3221369,2695975,-8506,7879,0,509009
2015,206013696,MERCY RETIREMENT AND CARE CENTER,7/1/2014 0:00,6/30/2015 0:00,Alameda,Not-for-Profit,19294,8062710,8917654,3105600,0,0,2250656
2014,206013696,MERCY RETIREMENT AND CARE CENTER,7/1/2013 0:00,6/30/2014 0:00,Alameda,Not-for-Profit,18974,7438717,8264861,3066609,0,0,2240465
2013,206013696,MERCY RETIREMENT AND CARE CENTER,7/1/2012 0:00,6/30/2013 0:00,Alameda,Not-for-Profit,19225,7394669,7862264,11512166,0,0,11044571
2012,206013696,MERCY RETIREMENT AND CARE CENTER,7/1/2011 0:00,6/30/2012 0:00,Alameda,Not-for-Profit,19662,8548702,8146712,24796,0,0,426786
2011,206013696,MERCY RETIREMENT AND CARE CENTER,7/1/2010 0:00,6/30/2011 0:00,Alameda,Not-for-Profit,20644,7671316,7337855,957801,0,-1,1291263
2015,206014054,MORTON BAKAR CENTER,7/1/2014 0:00,6/30/2015 0:00,Alameda,Investor Owned,33789,11840878,11028942,2,0,0,811938
2014,206014054,MORTON BAKAR CENTER,7/1/2013 0:00,6/30/2014 0:00,Alameda,Investor Owned,33703,11094492,10552356,28,0,0,542164
2013,206014054,MORTON BAKAR CENTER,7/1/2012 0:00,6/30/2013 0:00,Alameda,Investor Owned,33530,10759599,10421994,5,0,0,337610
2012,206014054,MORTON BAKAR CENTER,7/1/2011 0:00,6/30/2012 0:00,Alameda,Investor Owned,34345,11085427,10299286,86,0,0,786227
2011,206014054,MORTON BAKAR CENTER,7/1/2010 0:00,6/30/2011 0:00,Alameda,Investor Owned,33329,10641577,9844919,35,0,0,796693
2015,206014077,OAKLAND HEIGHTS NURSING AND REHABILITATION,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,16215,7716719,6181469,41431,2553,0,1574128
2014,206014077,OAKLAND HEIGHTS NURSING AND REHABILITATION,7/1/2013 0:00,6/30/2014 0:00,Alameda,Not-for-Profit,15262,5799343,6996326,12870079,0,0,11673096
2013,206014077,OAKLAND HEIGHTS NURSING AND REHABILITATION,7/1/2012 0:00,6/30/2013 0:00,Alameda,Not-for-Profit,17553,5974976,6545255,1392415,0,0,822136
2012,206014077,OAKLAND HEIGHTS NURSING AND REHABILITATION,7/1/2011 0:00,6/30/2012 0:00,Alameda,Not-for-Profit,16138,6421245,6452111,301367,0,0,270501
2011,206014077,OAKLAND HEIGHTS NURSING AND REHABILITATION,7/1/2010 0:00,6/30/2011 0:00,Alameda,Not-for-Profit,16539,6205175,6005773,191753,0,0,391155
2015,206014177,"COVINGTON CARE CENTER, THE",7/1/2014 0:00,6/30/2015 0:00,Alameda,Not-for-Profit,8454,4842055,4973789,-1714196,0,0,-1845930
2014,206014177,"COVINGTON CARE CENTER, THE",7/1/2013 0:00,6/30/2014 0:00,Alameda,Not-for-Profit,8245,4748085,4869548,-7707547,0,0,-7829010
2013,206014177,"COVINGTON CARE CENTER, THE",7/1/2012 0:00,6/30/2013 0:00,Alameda,Not-for-Profit,8257,4688401,4765639,-11390782,0,0,-11468020
2012,206014177,"COVINGTON CARE CENTER, THE",7/1/2011 0:00,6/30/2012 0:00,Alameda,Not-for-Profit,8048,4300580,4379593,-4631792,0,0,-4710805
2011,206014177,"COVINGTON CARE CENTER, THE",7/1/2010 0:00,6/30/2011 0:00,Alameda,Not-for-Profit,7677,4389816,4245943,5085917,0,0,5229790
